"","NETWORK","PI","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES"
"2185","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","MYSP","32","O",NA,0,1,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_quads",NA
"2186","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","MYSP","40","I",NA,0,1,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_quads",NA
"2187","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","MYSP","8","I",NA,0,1,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_quads",NA
"2188","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","PHGU","0","O",NA,0,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA
"2189","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","PHGU","16","O",NA,2,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA
"2190","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","PHGU","24","I",NA,0,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA
"2191","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","PHGU","32","O",NA,0,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA
"2192","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","PHGU","40","I",NA,0,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA
"2193","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","PHGU","8","I",NA,2,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA
"2194","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SDS","0","O",NA,2,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"2195","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SDS","16","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"2196","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SDS","24","I",NA,1,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"2197","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SDS","32","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"2198","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SDS","40","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"2199","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SDS","8","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"2200","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SL","0","O",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2201","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SL","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2202","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SL","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2203","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SL","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2204","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SL","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2205","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SL","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2206","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SLJ","0","O",NA,3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2207","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SLJ","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2208","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SLJ","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2209","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SLJ","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2210","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SLJ","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2211","KEEN ONE","Byrnes",2015,5,13,"SW Appledore","North Smith's Cove","SLJ","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"2212","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","AGCL","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"2213","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","AGCL","16","O",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"2214","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","AGCL","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"2215","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","AGCL","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"2216","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","AGCL","40","I",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"2217","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","AGCL","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"2218","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2219","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2220","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2221","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2222","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2223","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2224","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFOS","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2225","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFOS","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2226","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFOS","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2227","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFOS","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2228","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFOS","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2229","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFOS","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA
"2230","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2231","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2232","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2233","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2234","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2235","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2236","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRUS","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2237","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRUS","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2238","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRUS","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2239","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRUS","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2240","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRUS","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2241","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRUS","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"2242","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","BLD","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA
"2243","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","BLD","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA
"2244","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","BLD","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA
"2245","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","BLD","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA
"2246","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","BLD","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA
"2247","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","BLD","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA
"2248","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"2249","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"2250","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"2251","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"2252","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"2253","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"2254","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"2255","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"2256","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"2257","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"2258","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"2259","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"2260","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEAC","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"2261","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEAC","16","O",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"2262","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEAC","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"2263","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEAC","32","O",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"2264","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEAC","40","I",NA,3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"2265","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEAC","8","I",NA,7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"2266","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEVI","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"2267","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEVI","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"2268","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEVI","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"2269","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEVI","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"2270","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEVI","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"2271","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","DEVI","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"2272","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"2273","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","16","O",NA,1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"2274","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","24","I",NA,4,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"2275","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"2276","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","40","I",NA,1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"2277","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
