sourceTaxonName2,targetTaxonName2,sourceTaxon_zone,targetTaxon_zone,Paper ID,Reference DOI,sourceTaxonName,interactionTypeName,targetTaxonName,localityName,decimalLatitude,decimalLongitude,observationDateTime,Reference ISBN,Notes,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Alaria esculenta,Testudinalia testudinalis,Subtidal,Both,NA,NA,Alaria esculenta,eaten by,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,WD:Q967622,| Alaria esculenta,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Amphipoda,Tautogolabrus adspersus,Both,Subtidal,138,NA,Amphipoda,preyed upon by,Tautogolabrus adspersus,Mattapoisett Harbour Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anomia simplex,Carcinus maenas,Both,Both,489,NA,Anomia simplex,preyed upon by,Carcinus maenas,"Ft. Stark, Newcastle, NH",43.0580011,-70.7148542,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anomia simplex,Hemigrapsus sanguineus,Both,Intertidal,489,NA,Anomia simplex,preyed upon by,Hemigrapsus sanguineus,"Ft. Stark, Newcastle, NH",43.0580011,-70.7148542,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anomia simplex,Henricia sanguinolenta,Both,Subtidal,494,NA,Anomia simplex,preyed upon by,Henricia sanguinolenta,"Cape Neddick, Maine",43.1714283,-75.1032659,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anomia simplex,Myoxocephalus,Both,Subtidal,485,NA,Anomia simplex,preyed upon by,Myoxocephalus octodecemspinosus,Gulf of Maine,44.196802,-68.935526,2006-2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anomia simplex,Myoxocephalus octodecemspinosus,Both,Subtidal,485,NA,Anomia simplex,preyed upon by,Myoxocephalus octodecemspinosus,Gulf of Maine,44.196802,-68.935526,2006-2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anomia simplex,Myoxocephalus scorpius,Both,Subtidal,485,NA,Anomia simplex,preyed upon by,Myoxocephalus scorpius,Gulf of Maine,44.196802,-68.935526,2006-2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anomia simplex,Pollachius virens,Both,Subtidal,485,NA,Anomia simplex,preyed upon by,Pollachius virens,Gulf of Maine,44.196802,-68.935526,2006-2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anomia simplex,Tautogolabrus adspersus,Both,Subtidal,491,10.1016/j.jembe.2013.10.003,Anomia simplex,preyed upon by,Tautogolabrus adspersus,Mattapoisett Harbor,41.6503687,-70.8805464,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anurida maritima,Carcinus maenas,Intertidal,Both,26,NA,Anurida maritima,eats,Carcinus maenas,"Bristol Channel, UK",NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anurida maritima,Carcinus maenas,Intertidal,Both,26,NA,Anurida maritima,preyed upon by,Carcinus maenas,"Bristol Channel, UK",NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anurida maritima,Littorina obtusata,Intertidal,Intertidal,8,NA,Anurida maritima,eats,Littorina obtusata,"Schiermonnikoog, Netherlands",53.4855329,6.1135861,1966,NA,eats deat bodies of Littorina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplidium pallidum,Cancer borealis,Subtidal,Subtidal,40,ISBN 10: 0340370118,Aplidium pallidum,preyed upon by,Cancer borealis,New England,NA,NA,NA,ISBN 10: 0340370114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplidium pallidum,Strongylocentrotus droebachiensis,Subtidal,Both,40,ISBN 10: 0340370114,Aplidium pallidum,preyed upon by,Strongylocentrotus droebachiensis,New England,NA,NA,NA,ISBN 10: 0340370114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascophyllum nodosum,Carcinus maenas,Both,Both,NA,NA,Ascophyllum nodosum,eaten by,Carcinus maenas,NA,NA,NA,NA,NA,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Ascophyllum nodosum,Carcinus maenas,Both,Both,51,10.1098/rspb.2016.2590,Ascophyllum nodosum,preyed upon by,Carcinus maenas,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascophyllum nodosum,Littorina littorea,Both,Intertidal,NA,NA,Ascophyllum nodosum,eaten by,Littorina littorea,NA,NA,NA,NA,NA,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,FBC:SLB:SpecCode:3442,Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
Ascophyllum nodosum,Littorina littorea,Both,Intertidal,51,10.1098/rspb.2016.2590,Ascophyllum nodosum,preyed upon by,Littorina littorea,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascophyllum nodosum,Littorina obtusata,Both,Intertidal,NA,NA,Ascophyllum nodosum,eaten by,Littorina obtusata,NA,NA,NA,NA,NA,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
Ascophyllum nodosum,Littorina obtusata,Both,Intertidal,50,10.1016/j.ecss.2017.08.007,Ascophyllum nodosum,preyed upon by,Littorina obtusata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascophyllum nodosum,Littorina saxatilis,Both,Intertidal,NA,NA,Ascophyllum nodosum,eaten by,Littorina saxatilis,NA,NA,NA,NA,NA,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Ascophyllum nodosum,Strongylocentrotus droebachiensis,Both,Both,54,10.1007/BF00396982,Ascophyllum nodosum,preyed upon by,Strongylocentrotus droebachiensis,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascophyllum nodosum,Tectura testinalis,Both,Intertidal,NA,NA,Ascophyllum nodosum,eaten by,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Ascophyllum nodosum,Testudinalia testudinalis,Both,Both,NA,NA,Ascophyllum nodosum,eaten by,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Asterias forbesi,Barnacle,Subtidal,Subtidal,NA,NA,Asterias forbesi,preys on,Balanus balanus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:48659,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,FBC:SLB:SpecCode:32254,Maxillopoda | Sessilia | Balanidae | Balanus | Balanus balanus,NA,NA,NA,NA,NA
Asterias forbesi,Crepidula fornicata,Subtidal,Both,NA,NA,Asterias forbesi,preys on,Crepidula fornicata,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:48659,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,EOL:593855,Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula | Crepidula fornicata,NA,NA,NA,NA,NA
Asterias forbesi,Mytilus edulis,Subtidal,Both,NA,NA,Asterias forbesi,preys on,Mytilus edulis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:48659,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Asterias forbesi,Semibalanus balanoides,Subtidal,Intertidal,NA,NA,Asterias forbesi,preys on,Semibalanus balanoides,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:48659,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,NA,NA,NA,NA
Asterias rubens,Asterias rubens,Subtidal,Subtidal,NA,NA,Asterias rubens,eaten by,Asterias rubens,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Asterias rubens,Asterias rubens,Subtidal,Subtidal,NA,NA,Asterias rubens,eats,Asterias rubens,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Asterias rubens,Asterias rubens,Subtidal,Subtidal,NA,NA,Asterias rubens,preyed upon by,Asterias rubens,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Asterias rubens,Asterias rubens,Subtidal,Subtidal,NA,NA,Asterias rubens,preys on,Asterias rubens,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Asterias rubens,Barnacle,Subtidal,Subtidal,NA,NA,Asterias rubens,preys on,Balanus crenatus,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,FBC:SLB:SpecCode:32255,Maxillopoda | Sessilia | Balanidae | Balanus | Balanus crenatus,NA,NA,NA,NA,NA
Asterias rubens,Carcinus maenas,Subtidal,Both,NA,NA,Asterias rubens,preyed upon by,Carcinus maenas,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Asterias rubens,Cucumaria frondosa,Subtidal,Subtidal,157,NA,Asterias rubens,eats,Cucumaria frondosa,NA,NA,NA,NA,NA,"scavenge pieces, not pred",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asterias rubens,Electra pilosa,Subtidal,Intertidal,NA,NA,Asterias rubens,preys on,Electra pilosa,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,EOL:599446,Animalia | Bryozoa | Gymnolaemata | Cheilostomatida | Membraniporoidea | Electridae | Electra | Electra pilosa,NA,NA,NA,NA,NA
Asterias rubens,Mytilus edulis,Subtidal,Both,2,10.1007/s00227-006-0562-3,Asterias rubens,preys on,Mytilus edulis,"Splintnose Point, Nova Scotia",44.63583333,-63.73916667,8/5/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asterias rubens,Nucella lapillus,Subtidal,Intertidal,NA,NA,Asterias rubens,preys on,Nucella lapillus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:48661,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,FBC:SLB:SpecCode:5100,Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
Asterias rubens,Obelia,Subtidal,Subtidal,NA,NA,Asterias rubens,preys on,Obelia longissima,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,ITIS:49515,Animalia | Radiata | Cnidaria | Medusozoa | Hydrozoa | Hydroidolina | Leptothecatae | Campanulariidae | Obelia | Obelia longissima,NA,NA,NA,NA,NA
Asterias rubens,Ophiopholis aculeata,Subtidal,Subtidal,NA,NA,Asterias rubens,eats,Ophiopholis aculeata,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
Asterias rubens,Semibalanus balanoides,Subtidal,Intertidal,NA,NA,Asterias rubens,preys on,Semibalanus balanoides,NA,NA,NA,NA,NA,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,NA,NA,NA,NA
Asterias rubens,Strongylocentrotus droebachiensis,Subtidal,Both,NA,NA,Asterias rubens,eats,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:48661,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Asterias rubens,Strongylocentrotus droebachiensis,Subtidal,Both,NA,NA,Asterias rubens,preys on,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:48661,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Barnacle,Asterias forbesi,Subtidal,Subtidal,NA,NA,Balanus balanus,preyed upon by,Asterias forbesi,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32254,Maxillopoda | Sessilia | Balanidae | Balanus | Balanus balanus,NA,FBC:SLB:SpecCode:48659,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,NA,NA,NA,NA
Barnacle,Asterias rubens,Subtidal,Subtidal,1216,10.2307/3564651,Balanus balanus,preyed upon by,Asterias rubens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnacle,Buccinum undatum,Subtidal,Subtidal,1215,10.1016/j.palaeo.2015.02.035,Balanus balanus,preyed upon by,Buccinum undatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnacle,Carcinus maenas,Subtidal,Both,1199,10.1007/s10152-001-0094-7,Balanus crenatus,preyed upon by,Carcinus maenas,"Sylt, German Bight, Northern Wadden Sea",54.7523786,7.2825222,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnacle,Nucella lapillus,Subtidal,Intertidal,1210,NA,Balanus crenatus,preyed upon by,Nucella lapillus,"New England, USA",43.259449,-69.72032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnacle,Tautoga onitis,Subtidal,Subtidal,NA,NA,Balanus balanus,preyed upon by,Tautoga onitis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32254,Maxillopoda | Sessilia | Balanidae | Balanus | Balanus balanus,NA,FBC:FB:SpecCode:458,Actinopterygii | Perciformes | Labridae | Tautoga | Tautoga onitis,NA,NA,NA,NA,NA
Boltenia echinata,Homarus americanus,Subtidal,Subtidal,63,10.1080/00288330909509983,Boltenia echinata,preyed upon by,Homarus americanus,"Northumberland Strait, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boltenia ovifera,Strongylocentrotus droebachiensis,Subtidal,Both,64,10.1007/s00227-014-2425-7,Boltenia ovifera,preyed upon by,Strongylocentrotus droebachiensis,"Halifax, Nova Scotia",44.45777778,-63.53305556,November 2011,NA,incidental when grazing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonnemaisonia hamifera,Cyclopterus lumpus,Subtidal,Subtidal,NA,NA,Bonnemaisonia hamifera,eaten by,Cyclopterus lumpus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:118394,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,NA,NA,NA,NA
Bonnemaisonia hamifera,Lacuna vincta,Subtidal,Intertidal,NA,NA,Bonnemaisonia hamifera,eaten by,Lacuna vincta,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:118394,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
Bonnemaisonia hamifera,Littorina littorea,Subtidal,Intertidal,NA,NA,Bonnemaisonia hamifera,eaten by,Littorina littorea,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:118394,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
Botryllus schlosseri,Henricia sanguinolenta,Subtidal,Subtidal,67,10.1016/j.jembe.2006.10.015,Botryllus schlosseri,preyed upon by,Henricia sanguinolenta,Gulf of Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinum undatum,Acrosiphonia,Subtidal,Intertidal,NA,NA,Buccinum undatum,eats,Acrosiphonia,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,GBIF:2645300,Plantae | Chlorophyta | Ulvophyceae | Ulotrichales | Ulotrichaceae | Acrosiphonia,NA,NA,NA,NA,NA
Buccinum undatum,Alaria esculenta,Subtidal,Subtidal,NA,NA,Buccinum undatum,eats,Alaria esculenta,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,WD:Q967622,| Alaria esculenta,NA,NA,NA,NA,NA
Buccinum undatum,Asterias rubens,Subtidal,Subtidal,353,10.1016/S1385-1101(98)00005-7,Buccinum undatum,preyed upon by,Asterias rubens,Anglesy,53.2780205,-4.594537,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinum undatum,Cancer irroratus,Subtidal,Subtidal,358,10.3354/meps085245,Buccinum undatum,preyed upon by,Cancer irroratus,Mingan Archipelago,50.220548,-64.1845189,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinum undatum,Cancer irroratus,Subtidal,Subtidal,321,10.1007/BF00350059,Buccinum undatum,preys on,Cancer irroratus,Mingan Islands,50.2000129,-63.7801514,1987-1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinum undatum,Chordaria flagelliformis,Subtidal,Intertidal,NA,NA,Buccinum undatum,eats,Chordaria flagelliformis,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,FBC:SLB:SpecCode:113609,Phaeophyceae | Ectocarpales | Chordariaceae | Chordaria | Chordaria flagelliformis,NA,NA,NA,NA,NA
Buccinum undatum,Ciona intestinalis,Subtidal,Subtidal,167,NA,Buccinum undatum,preys on,Ciona intestinalis,Great Bay Estuary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinum undatum,Desmarestia aculeata,Subtidal,Subtidal,NA,NA,Buccinum undatum,eats,Desmarestia aculeata,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,NA,NA,NA,NA
Buccinum undatum,Desmarestia viridis,Subtidal,Subtidal,NA,NA,Buccinum undatum,eats,Desmarestia viridis,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,GBIF:5423348,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,NA,NA,NA,NA
Buccinum undatum,Fucus distichus,Subtidal,Intertidal,NA,NA,Buccinum undatum,eats,Fucus distichus,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,FBC:SLB:SpecCode:119259,Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus distichus,NA,NA,NA,NA,NA
Buccinum undatum,Homarus americanus,Subtidal,Subtidal,71,10.1006/anbe.1998.1061,Buccinum undatum,preyed upon by,Homarus americanus,Gulf of Saint Lawrence,NA,NA,August 1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinum undatum,Laminaria digitata,Subtidal,Subtidal,NA,NA,Buccinum undatum,eats,Laminaria digitata,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,EOL:919354,Chromista | Chromista | Phaeophyta | Phaeophyceae | Laminariales | Laminariaceae | Laminaria | Laminaria digitata,NA,NA,NA,NA,NA
Buccinum undatum,Modiolus modiolus,Subtidal,Both,325,10.1080/00785326.1974.10430593,Buccinum undatum,eats,Modiolus modiolus,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinum undatum,Mytilus edulis,Subtidal,Both,356,10.3354/meps142194,Buccinum undatum,eats,Mytilus edulis,Gulf of St. Lawrence,49.408519,-61.4771965,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinum undatum,Mytilus edulis,Subtidal,Both,73,NA,Buccinum undatum,preys on,Mytilus edulis,Isles of Sholes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinum undatum,Palmaria palmata,Subtidal,Subtidal,NA,NA,Buccinum undatum,eats,Palmaria palmata,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,NA,NA,NA,NA
Buccinum undatum,Phycodrys rubens,Subtidal,Subtidal,NA,NA,Buccinum undatum,eats,Phycodrys rubens,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,GBIF:9087373,Plantae | Rhodophyta | Florideophyceae | Ceramiales | Delesseriaceae | Phycodrys | Phycodrys rubens,NA,NA,NA,NA,NA
Buccinum undatum,Pollachius virens,Subtidal,Subtidal,NA,NA,Buccinum undatum,eaten by,Pollachius virens,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
Buccinum undatum,Saccharina latissima,Subtidal,Subtidal,NA,NA,Buccinum undatum,eats,Saccharina latissima,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,FBC:SLB:SpecCode:155096,Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Buccinum undatum,Saccorhiza dermatodea,Subtidal,Subtidal,NA,NA,Buccinum undatum,eats,Saccorhiza dermatodea,NA,NA,NA,NA,NA,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,GBIF:5422621,Chromista | Ochrophyta | Phaeophyceae | Tilopteridales | Phyllariaceae | Saccorhiza | Saccorhiza dermatodea,NA,NA,NA,NA,NA
Buccinum undatum,Strongylocentrotus droebachiensis,Subtidal,Both,321,10.1007/BF00350059,Buccinum undatum,preys on,Strongylocentrotus droebachiensis,Mingan Islands,50.2000129,-63.7801514,1987-1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer borealis,Amphipoda,Subtidal,Both,110,10.2307/1549103,Cancer borealis,preys on,Amphipoda,Christiansen Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer borealis,Asterias rubens,Subtidal,Subtidal,NA,10.1016/j.jembe.2009.04.001,Cancer borealis,preys on,Asterias rubens,Appledore Island,42.96666667,-70.61666667,6/1/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
