sourceTaxonName2,targetTaxonName2,sourceTaxon_zone,targetTaxon_zone,interactionTypeName,Paper ID,Reference DOI,sourceTaxonName,targetTaxonName,localityName,decimalLatitude,decimalLongitude,observationDateTime,Reference ISBN,Notes,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Littorina littorea,Ceramium virgatum,Intertidal,Both,preys on,1021,10.1007/s00227-012-1959-9,Ceramium virgatum,Littorina littorea,"Fyns Hoved, Denmark",55.609883,10.593036,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Chaetomorpha,Intertidal,Intertidal,eats,NA,NA,Littorina littorea,Chaetomorpha,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3442,Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea,NA,GBIF:8343734,Plantae | Chlorophyta | Ulvophyceae | Cladophorales | Cladophoraceae | Chaetomorpha,NA,NA,NA,NA,NA
Littorina littorea,Chondrus crispus,Intertidal,Both,eats,NA,NA,Littorina littorea,Chondrus crispus,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:963603,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
Littorina littorea,Chordaria flagelliformis,Intertidal,Intertidal,eats,NA,NA,Littorina littorea,Chordaria flagelliformis,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,FBC:SLB:SpecCode:113609,Phaeophyceae | Ectocarpales | Chordariaceae | Chordaria | Chordaria flagelliformis,NA,NA,NA,NA,NA
Littorina littorea,Clathromorphum circumscriptum,Intertidal,Subtidal,eats,NA,NA,Littorina littorea,Clathromorphum circumscriptum,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,GBIF:8767970,Plantae | Rhodophyta | Florideophyceae | Corallinales | Hapalidiaceae | Clathromorphum | Clathromorphum circumscriptum,NA,NA,NA,NA,NA
Littorina littorea,Codium fragile,Intertidal,Both,eats,NA,NA,Littorina littorea,Codium fragile,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:912591,Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Bryopsidales | Codiaceae | Codium | Codium fragile,NA,NA,NA,NA,NA
Littorina littorea,Codium fragile,Intertidal,Both,preys on,131,10.1016/j.jembe.2007.12.002,Codium fragile,Littorina littorea,Cranberry Cove NS,44.46666667,-63.93333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Colpomenia peregrina,Intertidal,Both,eats,NA,NA,Littorina littorea,Colpomenia peregrina,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,NA,NA,NA,NA
Littorina littorea,Corallina officinalis,Intertidal,Both,eats,NA,NA,Littorina littorea,Corallina officinalis,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,NA,NA,NA,NA
Littorina littorea,Fucus,Intertidal,Intertidal,eats,NA,NA,Littorina littorea,Fucus,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,NA,NA,NA,NA
Littorina littorea,Fucus distichus,Intertidal,Intertidal,preys on,170,10.1080/00785326.1994.10429536,Littorina littorea,Fucus distichus,Nova Scotia,44.46666667,-63.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Fucus vesiculosus,Intertidal,Intertidal,eats,NA,NA,Littorina littorea,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3442,Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
Littorina littorea,Fucus vesiculosus,Intertidal,Intertidal,preys on,115,10.1890/0012-9658(2003)084[0629:TMEIRI]2.0.CO;2,Littorina littorea,Fucus vesiculosus,Minas Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Laminaria digitata,Intertidal,Subtidal,preys on,JB,NA,Littorina littorea,Laminaria digitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Mastocarpus stellatus,Intertidal,Both,eats,NA,NA,Littorina littorea,Mastocarpus stellatus,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NBN:NHMSYS0021060194,Biota | Plantae | Rhodophyta | Florideophyceae | Gigartinales | Phyllophoraceae | Mastocarpus | Mastocarpus stellatus,NA,NA,NA,NA,NA
Littorina littorea,Mastocarpus stellatus,Intertidal,Both,preys on,214,10.1007/s00227-012-1926-5,Mastocarpus stellatus,Littorina littorea,gernany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Palmaria palmata,Intertidal,Subtidal,eats,NA,NA,Littorina littorea,Palmaria palmata,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,NA,NA,NA,NA
Littorina littorea,Saccharina latissima,Intertidal,Subtidal,eats,NA,NA,Littorina littorea,Saccharina latissima,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Littorina littorea,Saccharina latissima,Intertidal,Subtidal,preys on,JB,NA,Littorina littorea,Saccharina latissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Sphacelaria cirrosa,Intertidal,Intertidal,eats,NA,NA,Littorina littorea,Sphacelaria cirrosa,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:916498,Chromista | Chromista | Phaeophyta | Phaeophyceae | Sphacelariales | Sphacelariaceae | Sphacelaria | Sphacelaria cirrosa,NA,NA,NA,NA,NA
Littorina littorea,Ulva lactuca,Intertidal,Intertidal,eats,NA,NA,Littorina littorea,Ulva lactuca,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,GBIF:5273309,Plantae | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae | Ulva | Ulva lactuca,NA,NA,NA,NA,NA
Littorina littorea,Ulva lactuca,Intertidal,Intertidal,preys on,1128,10.1111/jpy.12507,Ulva lactuca,Littorina littorea,"Ft. Wetherill, Jamestown, RI",41.477592,-71.356941,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Ulvaria,Intertidal,Subtidal,eats,NA,NA,Littorina littorea,Ulvaria obscura,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,GBIF:7716234,Plantae | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae | Ulvaria | Ulvaria obscura,NA,NA,NA,NA,NA
Littorina obtusata,Agarum clathratum,Intertidal,Subtidal,preys on,JB,NA,Littorina obtusata,Agarum clathratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina obtusata,Alaria esculenta,Intertidal,Subtidal,eats,NA,NA,Littorina obtusata,Alaria esculenta,NA,NA,NA,NA,NA,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,WD:Q967622,| Alaria esculenta,NA,NA,NA,NA,NA
Littorina obtusata,Alaria esculenta,Intertidal,Subtidal,preys on,JB,NA,Littorina obtusata,Alaria esculenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina obtusata,Ascophyllum nodosum,Intertidal,Both,eats,NA,NA,Littorina obtusata,Ascophyllum nodosum,NA,NA,NA,NA,NA,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,NA,NA,NA,NA
Littorina obtusata,Ascophyllum nodosum,Intertidal,Both,preys on,120,NA,Littorina obtusata,Ascophyllum nodosum,"Isle of Man, Irish Sea",54.05,4.37,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina obtusata,Chordaria flagelliformis,Intertidal,Intertidal,eats,NA,NA,Littorina obtusata,Chordaria flagelliformis,NA,NA,NA,NA,NA,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,FBC:SLB:SpecCode:113609,Phaeophyceae | Ectocarpales | Chordariaceae | Chordaria | Chordaria flagelliformis,NA,NA,NA,NA,NA
Littorina obtusata,Clathromorphum circumscriptum,Intertidal,Subtidal,eats,NA,NA,Littorina obtusata,Clathromorphum circumscriptum,NA,NA,NA,NA,NA,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,GBIF:8767970,Plantae | Rhodophyta | Florideophyceae | Corallinales | Hapalidiaceae | Clathromorphum | Clathromorphum circumscriptum,NA,NA,NA,NA,NA
Littorina obtusata,Fucus,Intertidal,Intertidal,eats,NA,NA,Littorina obtusata,Fucus,NA,NA,NA,NA,NA,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,NA,NA,NA,NA
Littorina obtusata,Fucus distichus,Intertidal,Intertidal,preys on,170,10.1080/00785326.1994.10429536,Littorina obtusata,Fucus distichus,Nova Scotia,44.46666667,-63.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina obtusata,Fucus vesiculosus,Intertidal,Intertidal,eats,NA,NA,Littorina obtusata,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
Littorina obtusata,Laminaria digitata,Intertidal,Subtidal,preys on,JB,NA,Littorina obtusata,Laminaria digitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina obtusata,Saccharina latissima,Intertidal,Subtidal,eats,NA,NA,Littorina obtusata,Saccharina latissima,NA,NA,NA,NA,NA,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Littorina obtusata,Saccharina latissima,Intertidal,Subtidal,preys on,JB,NA,Littorina obtusata,Saccharina latissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina obtusata,Ulvaria,Intertidal,Subtidal,eats,NA,NA,Littorina obtusata,Ulvaria obscura,NA,NA,NA,NA,NA,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,GBIF:7716234,Plantae | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae | Ulvaria | Ulvaria obscura,NA,NA,NA,NA,NA
Littorina saxatilis,Acrosiphonia,Intertidal,Intertidal,eats,NA,NA,Littorina saxatilis,Acrosiphonia,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,GBIF:2645300,Plantae | Chlorophyta | Ulvophyceae | Ulotrichales | Ulotrichaceae | Acrosiphonia,NA,NA,NA,NA,NA
Littorina saxatilis,Alaria esculenta,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Alaria esculenta,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,WD:Q967622,| Alaria esculenta,NA,NA,NA,NA,NA
Littorina saxatilis,Ascophyllum nodosum,Intertidal,Both,eats,NA,NA,Littorina saxatilis,Ascophyllum nodosum,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,NA,NA,NA,NA
Littorina saxatilis,Chordaria flagelliformis,Intertidal,Intertidal,eats,NA,NA,Littorina saxatilis,Chordaria flagelliformis,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,FBC:SLB:SpecCode:113609,Phaeophyceae | Ectocarpales | Chordariaceae | Chordaria | Chordaria flagelliformis,NA,NA,NA,NA,NA
Littorina saxatilis,Clathromorphum circumscriptum,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Clathromorphum circumscriptum,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,GBIF:8767970,Plantae | Rhodophyta | Florideophyceae | Corallinales | Hapalidiaceae | Clathromorphum | Clathromorphum circumscriptum,NA,NA,NA,NA,NA
Littorina saxatilis,Colpomenia peregrina,Intertidal,Both,eats,NA,NA,Littorina saxatilis,Colpomenia peregrina,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,NA,NA,NA,NA
Littorina saxatilis,Corallina officinalis,Intertidal,Both,eats,NA,NA,Littorina saxatilis,Corallina officinalis,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,NA,NA,NA,NA
Littorina saxatilis,Desmarestia aculeata,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Desmarestia aculeata,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,NA,NA,NA,NA
Littorina saxatilis,Desmarestia viridis,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Desmarestia viridis,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,GBIF:5423348,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,NA,NA,NA,NA
Littorina saxatilis,Fucus,Intertidal,Intertidal,eats,NA,NA,Littorina saxatilis,Fucus,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,NA,NA,NA,NA
Littorina saxatilis,Fucus distichus,Intertidal,Intertidal,eats,NA,NA,Littorina saxatilis,Fucus distichus,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,FBC:SLB:SpecCode:119259,Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus distichus,NA,NA,NA,NA,NA
Littorina saxatilis,Fucus vesiculosus,Intertidal,Intertidal,eats,NA,NA,Littorina saxatilis,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
Littorina saxatilis,Laminaria digitata,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Laminaria digitata,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,EOL:919354,Chromista | Chromista | Phaeophyta | Phaeophyceae | Laminariales | Laminariaceae | Laminaria | Laminaria digitata,NA,NA,NA,NA,NA
Littorina saxatilis,Palmaria palmata,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Palmaria palmata,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,NA,NA,NA,NA
Littorina saxatilis,Phycodrys rubens,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Phycodrys rubens,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,GBIF:9087373,Plantae | Rhodophyta | Florideophyceae | Ceramiales | Delesseriaceae | Phycodrys | Phycodrys rubens,NA,NA,NA,NA,NA
Littorina saxatilis,Saccharina latissima,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Saccharina latissima,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,FBC:SLB:SpecCode:155096,Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Littorina saxatilis,Saccorhiza dermatodea,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Saccorhiza dermatodea,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,GBIF:5422621,Chromista | Ochrophyta | Phaeophyceae | Tilopteridales | Phyllariaceae | Saccorhiza | Saccorhiza dermatodea,NA,NA,NA,NA,NA
Littorina saxatilis,Ulvaria,Intertidal,Subtidal,eats,NA,NA,Littorina saxatilis,Ulvaria obscura,NA,NA,NA,NA,NA,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,GBIF:7716234,Plantae | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae | Ulvaria | Ulvaria obscura,NA,NA,NA,NA,NA
Membranipora membranacea,Agarum clathratum,Both,Subtidal,epiphyte of,9,10.3354/meps11421,Agarum clathratum,Membranipora membranacea,"Splitnose Point, Nova Scotia",44.47734722,-63.54666667,summer 2013-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Membranipora membranacea,Laminaria digitata,Both,Subtidal,epiphyte of,103,10.3354/meps12287,Laminaria digitata,Membranipora membranacea,Nova Scotia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Membranipora membranacea,Saccharina latissima,Both,Subtidal,epiphyte of,103,10.3354/meps12287,Saccharina latissima,Membranipora membranacea,Nova Scotia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metridium senile,Amphipoda,Both,Both,preys on,NA,NA,Metridium senile,Amphipoda,NA,NA,NA,NA,NA,NA,ITIS:52737,Animalia | Radiata | Cnidaria | Anthozoa | Anthozoa | Hexacorallia | Actiniaria | Nyantheae | Thenaria | Metridiidae | Metridium | Metridium senile,NA,ITIS:93294,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda,NA,NA,NA,NA,NA
Metridium senile,Ciona intestinalis,Both,Subtidal,eats,217,10.1038/srep21179,Metridium senile,Ciona intestinalis,pacific northwest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Cancer irroratus,Subtidal,Subtidal,eats,NA,NA,Morone saxatilis,Cancer irroratus,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Morone saxatilis,Cancer irroratus,Subtidal,Subtidal,preys on,226,NA,Morone saxatilis,Cancer irroratus,Chesapeake bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Carcinus maenas,Subtidal,Both,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Morone saxatilis,Carcinus maenas,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Homarus americanus,Subtidal,Subtidal,eats,NA,NA,Morone saxatilis,Homarus americanus,NA,NA,NA,NA,NA,NA,INAT_TAXON:51392,Animalia | Chordata | Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,INAT_TAXON:61383,Animalia | Arthropoda | Crustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Pleocyemata | Astacidea | Nephropoidea | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
Morone saxatilis,Homarus americanus,Subtidal,Subtidal,preys on,198,10.1016/j.jembe.2015.01.002,Morone saxatilis,Homarus americanus,Saco Bay ME,NA,NA,NA,NA,no access but data in abstract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Idotea balthica,Subtidal,Intertidal,preys on,NA,NA,Morone saxatilis,Idotea balthica,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,EOL_V2:343405,Animalia | Arthropoda | Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,NA,NA,NA,NA
Morone saxatilis,Littorina littorea,Subtidal,Intertidal,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Morone saxatilis,Littorina littorea,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Morone saxatilis,Subtidal,Subtidal,eats,NA,NA,Morone saxatilis,Morone saxatilis,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,NA,NA,NA,NA
Morone saxatilis,Morone saxatilis,Subtidal,Subtidal,preys on,NA,NA,Morone saxatilis,Morone saxatilis,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,NA,NA,NA,NA
Morone saxatilis,Mytilus edulis,Subtidal,Both,eats,NA,NA,Morone saxatilis,Mytilus edulis,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:SLB:SpecCode:47622,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Morone saxatilis,Mytilus edulis,Subtidal,Both,preys on,226,NA,Morone saxatilis,Mytilus edulis,Chesapeake bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Nucella lapillus,Subtidal,Intertidal,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Morone saxatilis,Nucella lapillus,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Pholis gunnellus,Subtidal,Subtidal,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Morone saxatilis,Pholis gunnellus,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
